genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000263715,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000263755,7,['12', '8', '2', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000263795,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000264455,6,['5', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000264555,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000264665,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000264765,6,['10', '3', '1', '1', '3', '0'],,,,,,,,,,,,,,,
GCA_000265095,4,['10', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000265205,3,['11', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000265295,5,['9', '7', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000265365,5,['8', '4', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000265385,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000265405,6,['6', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000265425,6,['6', '5', '11', '11', '3', '0'],,,,,,,,,,,,,,,
GCA_000265465,4,['13', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000265505,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000265545,5,['15', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000266885,7,['7', '3', '4', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000266905,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000266925,6,['10', '10', '6', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000266945,19,['9', '6', '7', '5', '6', '1', '3', '3', '2', '1', '2', '2', '1', '1', '2', '1', '2', '1', '0'],,
GCA_000267545,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000269925,4,['3', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000269945,6,['3', '3', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000269965,5,['9', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000269985,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000270005,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000270025,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000270045,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000270065,10,['4', '4', '4', '1', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000270085,7,['6', '4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000270105,5,['10', '14', '9', '3', '0'],,,,,,,,,,,,,,,,
GCA_000270125,3,['9', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000270145,6,['5', '4', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000270165,5,['6', '2', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000270185,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000270205,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000270225,7,['10', '14', '6', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000270245,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000270265,7,['8', '8', '7', '8', '3', '4', '0'],,,,,,,,,,,,,,
GCA_000270285,6,['14', '6', '3', '6', '4', '0'],,,,,,,,,,,,,,,
GCA_000270305,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000270345,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000270365,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000270385,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000270405,7,['6', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000270425,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000270445,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000270465,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000270525,4,['6', '5', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000271325,9,['10', '6', '4', '1', '3', '2', '2', '2', '0'],,,,,,,,,,,,
GCA_000271365,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000271405,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000271445,9,['10', '7', '10', '7', '5', '5', '1', '1', '0'],,,,,,,,,,,,
GCA_000271665,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000271865,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000271965,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000271985,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000272715,12,['8', '7', '3', '4', '5', '9', '9', '5', '2', '1', '1', '0'],,,,,,,,,
GCA_000272735,12,['10', '6', '6', '4', '3', '9', '11', '5', '2', '1', '1', '0'],,,,,,,,,
GCA_000272755,13,['7', '4', '3', '4', '4', '4', '9', '9', '5', '2', '1', '1', '0'],,,,,,,,
GCA_000272775,14,['4', '3', '7', '4', '4', '4', '3', '7', '9', '6', '2', '1', '1', '0'],,,,,,,
GCA_000272795,5,['8', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000272815,14,['5', '3', '5', '4', '1', '2', '3', '6', '12', '5', '2', '1', '1', '0'],,,,,,,
GCA_000272835,14,['8', '5', '5', '4', '4', '5', '2', '8', '10', '6', '2', '1', '1', '0'],,,,,,,
GCA_000272895,13,['8', '7', '5', '3', '4', '4', '8', '9', '6', '2', '1', '1', '0'],,,,,,,,
GCA_000275625,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000276685,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000276705,6,['6', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000276825,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000277085,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000277105,8,['8', '4', '4', '4', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000277125,6,['10', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000277145,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000277165,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000277185,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000277205,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000277225,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000277245,2,['7', '0'],,,,,,,,,,,,,,,,,,,
GCA_000277265,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000277285,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000277305,5,['4', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000277325,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000277345,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000277365,6,['7', '2', '2', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000277385,7,['5', '5', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000277405,8,['8', '4', '3', '3', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000277425,7,['7', '1', '3', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000277715,6,['11', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000277735,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000277755,12,['7', '2', '3', '2', '2', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,,
GCA_000277775,5,['9', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000277795,6,['6', '3', '3', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000279145,4,['12', '9', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000279165,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000280315,11,['5', '3', '7', '3', '3', '3', '5', '8', '10', '4', '0'],,,,,,,,,,
GCA_000281175,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000281195,6,['9', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000281215,4,['10', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000281235,7,['7', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000281435,6,['7', '2', '1', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000281535,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000281895,5,['4', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000281915,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000282715,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000282795,9,['4', '3', '2', '4', '6', '4', '1', '1', '0'],,,,,,,,,,,,
GCA_000283275,6,['14', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000283295,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000283475,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000283495,5,['14', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283515,5,['5', '2', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000283535,6,['5', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000283555,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283575,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283595,7,['6', '1', '1', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000283615,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283635,6,['5', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000283655,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283675,5,['12', '3', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000283695,11,['9', '5', '9', '5', '4', '5', '2', '2', '2', '2', '0'],,,,,,,,,,
GCA_000283735,13,['7', '4', '3', '2', '4', '5', '11', '6', '3', '1', '1', '1', '0'],,,,,,,,
GCA_000283755,5,['11', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283775,4,['7', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283795,5,['4', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000283815,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283835,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000283855,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283875,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283895,6,['6', '6', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000283915,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283935,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283955,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000283975,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000283995,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000284015,5,['7', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000284055,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000284075,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000284095,8,['4', '3', '4', '7', '6', '3', '1', '0'],,,,,,,,,,,,,
GCA_000284115,6,['6', '6', '6', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000284135,9,['8', '7', '6', '6', '5', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000284155,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000284175,4,['6', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000284195,5,['6', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000284215,7,['8', '8', '9', '7', '3', '4', '0'],,,,,,,,,,,,,,
GCA_000284235,8,['4', '1', '2', '2', '1', '1', '2', '0'],,,,,,,,,,,,,
GCA_000284255,5,['9', '3', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000284295,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000284315,17,['6', '6', '3', '2', '3', '2', '2', '2', '2', '3', '3', '2', '1', '1', '1', '1', '0'],,,,
GCA_000284335,3,['4', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000284355,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000284395,5,['11', '12', '9', '3', '0'],,,,,,,,,,,,,,,,
GCA_000284415,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000284435,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000284455,7,['9', '7', '7', '6', '3', '4', '0'],,,,,,,,,,,,,,
GCA_000284475,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000284495,6,['16', '13', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000284515,6,['11', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000284535,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000284555,5,['6', '2', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000284575,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000284595,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000284615,6,['8', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000284635,5,['6', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000285655,7,['10', '9', '12', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000286275,13,['9', '8', '5', '3', '5', '5', '3', '4', '4', '3', '1', '1', '0'],,,,,,,,
GCA_000286435,6,['7', '2', '4', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000286675,6,['9', '3', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000286695,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000286715,4,['6', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000286735,9,['9', '3', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000286755,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000286775,4,['7', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000286795,5,['9', '7', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000286815,5,['8', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000287215,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000287235,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000287255,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000287275,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000287295,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000287315,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000287335,8,['8', '6', '6', '4', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000287355,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000292405,5,['8', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000292415,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000292445,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000292455,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000292485,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000292505,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000292685,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000292705,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000292915,5,['7', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000293765,6,['11', '11', '4', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000293885,4,['11', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000294365,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000294495,6,['7', '3', '4', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000294515,5,['8', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000294535,11,['7', '5', '2', '3', '4', '3', '4', '3', '2', '2', '0'],,,,,,,,,,
GCA_000294635,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000294695,5,['7', '6', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000294715,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000294775,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000295655,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000296215,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000296575,5,['8', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000296595,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000297055,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000297075,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000298095,6,['11', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000298115,6,['14', '9', '7', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000298375,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000298385,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000298415,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000298435,4,['3', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000298455,8,['5', '3', '1', '1', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000298475,4,['2', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000298495,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000298515,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000298535,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000298555,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000298655,11,['8', '1', '1', '1', '1', '3', '1', '1', '1', '1', '0'],,,,,,,,,,
GCA_000298675,10,['8', '5', '3', '2', '2', '2', '3', '4', '1', '0'],,,,,,,,,,,
GCA_000298875,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000299015,7,['11', '5', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000299095,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000299115,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000299135,4,['7', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000299235,5,['12', '8', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000299255,10,['9', '9', '12', '3', '2', '1', '1', '2', '1', '0'],,,,,,,,,,,
GCA_000299335,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000299355,4,['6', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000299435,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000299455,11,['8', '6', '8', '12', '5', '2', '1', '1', '2', '1', '0'],,,,,,,,,,
GCA_000299475,9,['11', '11', '8', '2', '1', '1', '2', '1', '0'],,,,,,,,,,,,
GCA_000299955,11,['5', '3', '3', '5', '5', '5', '5', '4', '4', '2', '0'],,,,,,,,,,
GCA_000299965,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000299995,14,['6', '5', '5', '5', '4', '3', '5', '4', '3', '3', '3', '2', '1', '0'],,,,,,,
GCA_000300005,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000300035,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000300045,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000300075,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000300095,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000300135,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000300175,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000300235,4,['11', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000300295,3,['8', '5', '0'],,,,,,,,,,,,,,,,,,
GCA_000300455,5,['6', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000300475,6,['17', '11', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000302475,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000302515,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000302535,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000302555,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000302575,6,['6', '5', '6', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000304215,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000304295,4,['9', '8', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000304315,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000304375,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000304415,3,['11', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000304455,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000304495,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000304515,5,['5', '3', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000304535,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000304555,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000304735,4,['4', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000305335,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000305775,4,['14', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000305785,5,['10', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000305815,5,['15', '14', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000305935,7,['13', '7', '6', '6', '5', '2', '0'],,,,,,,,,,,,,,
GCA_000306745,6,['5', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000306785,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000306805,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000306825,4,['8', '3', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000306845,6,['8', '4', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000306865,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000306885,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000306905,6,['12', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000306945,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000306985,4,['8', '5', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000307005,6,['9', '4', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000307025,5,['12', '5', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000307045,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000307065,5,['9', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000307085,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000307105,5,['9', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000307125,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000307145,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000307165,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000307185,5,['9', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000307535,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000307585,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000307615,8,['11', '4', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000307795,5,['6', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000307815,5,['5', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000307835,4,['8', '5', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000307915,7,['10', '7', '3', '3', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000307975,8,['5', '2', '2', '3', '5', '4', '2', '0'],,,,,,,,,,,,,
GCA_000309565,5,['8', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000309885,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000309945,8,['16', '6', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000310065,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000310085,6,['6', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000310105,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000311765,6,['8', '6', '2', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000312685,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000312705,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000313175,7,['12', '10', '6', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000313385,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000313635,5,['8', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000314835,12,['8', '5', '3', '1', '1', '1', '1', '2', '1', '2', '1', '0'],,,,,,,,,
GCA_000314895,5,['11', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000315955,5,['8', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000316175,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000316515,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000316575,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000316605,5,['13', '10', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000316625,6,['6', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000316645,5,['11', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000316665,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000316685,13,['5', '2', '3', '1', '4', '6', '7', '5', '4', '2', '1', '1', '0'],,,,,,,,
GCA_000317025,4,['13', '5', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000317045,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000317065,5,['8', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000317085,8,['8', '3', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000317105,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000317125,8,['14', '7', '6', '2', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000317145,21,['13', '6', '5', '6', '4', '2', '1', '1', '3', '2', '1', '3', '2', '1', '3', '2', '1', '3', '2', '1', '3']
GCA_000317305,5,['8', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
