genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,10,['9', '9', '6', '3', '1', '2', '1', '3', '2', '0'],,,,,,,,,,,
GCA_000769575,7,['11', '8', '4', '6', '4', '3', '0'],,,,,,,,,,,,,,
GCA_000769595,5,['6', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000770195,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000770435,3,['8', '8', '0'],,,,,,,,,,,,,,,,,,
GCA_000770455,4,['8', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000770475,5,['7', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000770495,5,['9', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000770565,6,['10', '7', '3', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000772025,5,['11', '8', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000772085,4,['7', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000772125,8,['7', '5', '12', '5', '3', '6', '2', '0'],,,,,,,,,,,,,
GCA_000772145,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000772165,5,['3', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000772185,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000772205,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000772225,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000772245,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000772485,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000774075,8,['14', '8', '7', '4', '5', '3', '1', '0'],,,,,,,,,,,,,
GCA_000775995,5,['14', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000782835,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000782855,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000784905,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000784985,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000785005,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000785515,21,['3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000785555,6,['12', '6', '7', '7', '1', '0'],,,,,,,,,,,,,,,
GCA_000786425,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000786505,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000786735,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000788395,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000788715,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000789275,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000789295,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000789335,10,['10', '7', '3', '3', '4', '7', '7', '2', '1', '0'],,,,,,,,,,,
GCA_000789355,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000789375,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000800215,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000800235,11,['12', '11', '9', '6', '3', '5', '4', '7', '4', '1', '0'],,,,,,,,,,
GCA_000800275,11,['12', '12', '10', '5', '4', '4', '5', '6', '5', '1', '0'],,,,,,,,,,
GCA_000800295,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000800315,12,['10', '11', '8', '5', '3', '3', '4', '5', '6', '4', '2', '0'],,,,,,,,,
GCA_000800335,11,['11', '8', '10', '8', '4', '1', '1', '1', '1', '1', '0'],,,,,,,,,,
GCA_000800355,11,['10', '12', '8', '7', '3', '3', '5', '6', '4', '2', '0'],,,,,,,,,,
GCA_000800395,21,['7', '7', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000800415,12,['11', '10', '9', '7', '3', '2', '3', '6', '5', '4', '2', '0'],,,,,,,,,
GCA_000800435,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000800455,5,['8', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000800475,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000800725,3,['2', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000800765,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000800785,10,['6', '3', '2', '1', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000801145,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000801205,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000801295,7,['10', '4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000801315,8,['11', '11', '7', '6', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000801755,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000803625,4,['4', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000803645,6,['4', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000807175,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000807225,5,['9', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000807255,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000807275,9,['7', '2', '4', '6', '4', '7', '2', '1', '0'],,,,,,,,,,,,
GCA_000807295,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000807315,5,['3', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000807355,5,['8', '2', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000807375,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000807395,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000807425,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000807975,4,['5', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000808055,9,['11', '8', '8', '6', '4', '1', '1', '2', '0'],,,,,,,,,,,,
GCA_000808075,7,['13', '10', '6', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000808095,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000812165,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000812205,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000812665,7,['6', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000813165,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000813205,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000813285,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000814125,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000814145,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000814165,5,['3', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000814205,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000814225,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000814265,4,['6', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000814345,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000814805,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000814825,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000814865,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000815025,6,['5', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000815045,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000815065,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000815085,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000815125,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000815145,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000815165,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000815205,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000815225,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000815245,7,['10', '8', '3', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000816045,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000816085,7,['3', '4', '4', '3', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000816145,6,['8', '5', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000816165,7,['4', '7', '9', '4', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000816185,4,['6', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000816205,8,['4', '1', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000816225,2,['7', '0'],,,,,,,,,,,,,,,,,,,
GCA_000816245,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000816305,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000816345,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000816365,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000816385,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000816405,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000816425,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000816785,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000816825,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000816865,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000816885,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000816945,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000816965,7,['6', '3', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000816985,6,['10', '5', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000817005,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000817025,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000817045,8,['4', '1', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000817325,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000817955,5,['18', '10', '7', '3', '0'],,,,,,,,,,,,,,,,
GCA_000817975,4,['10', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000817995,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000818035,9,['7', '11', '16', '10', '5', '7', '4', '1', '0'],,,,,,,,,,,,
GCA_000818055,8,['4', '1', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000818075,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000818095,9,['8', '9', '4', '9', '8', '10', '5', '1', '0'],,,,,,,,,,,,
GCA_000818115,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000819445,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000819455,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000819485,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000819505,10,['8', '10', '6', '9', '6', '3', '4', '4', '2', '0'],,,,,,,,,,,
GCA_000819525,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000819645,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000819665,6,['3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000826965,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000826985,5,['5', '3', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000827005,5,['4', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000827025,5,['5', '3', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000827065,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000827085,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000827125,6,['15', '9', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000827855,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000827935,6,['10', '4', '2', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000827955,6,['10', '5', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000828015,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000828035,6,['9', '7', '3', '2', '4', '0'],,,,,,,,,,,,,,,
GCA_000828055,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000828475,4,['9', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000828515,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000828595,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000828615,4,['13', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000828635,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000828695,9,['14', '11', '3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000828715,5,['5', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000828735,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000828775,6,['8', '12', '13', '6', '2', '0'],,,,,,,,,,,,,,,
GCA_000828795,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000828815,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000828835,5,['9', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000828855,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000828875,6,['4', '4', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000828895,7,['9', '6', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000828915,6,['6', '5', '3', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000828935,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000828955,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000828975,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000828995,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000829035,6,['5', '2', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000829055,6,['4', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000829075,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000829155,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000829175,7,['8', '5', '5', '4', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000829215,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000829235,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000829255,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000829295,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000829315,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000829335,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000829355,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000829395,5,['7', '7', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000829965,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000830055,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000830075,10,['7', '9', '8', '4', '17', '4', '13', '5', '1', '0'],,,,,,,,,,,
GCA_000830775,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000830805,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000830825,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000830865,4,['10', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000830885,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000830905,6,['7', '9', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000830925,4,['9', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000830945,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000830965,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000830985,7,['13', '9', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000831025,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831045,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831065,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000831105,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831125,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831145,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831165,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831185,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000831205,3,['10', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000831225,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000831245,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831265,21,['6', '4', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4']
GCA_000831285,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000831385,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000831405,5,['8', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000831425,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000831465,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831485,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831505,6,['14', '10', '6', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000831525,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000831545,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000831565,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000831585,6,['12', '7', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000831645,7,['8', '6', '5', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000832145,6,['6', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000832385,11,['12', '9', '8', '3', '2', '1', '1', '1', '1', '2', '0'],,,,,,,,,,
GCA_000832425,7,['14', '9', '8', '6', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000832445,6,['13', '10', '8', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000832465,9,['14', '9', '7', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,
GCA_000832485,5,['14', '13', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000832505,8,['14', '9', '7', '2', '3', '1', '2', '0'],,,,,,,,,,,,,
GCA_000832565,8,['14', '9', '8', '3', '3', '1', '2', '0'],,,,,,,,,,,,,
GCA_000832585,5,['15', '10', '6', '4', '0'],,,,,,,,,,,,,,,,
GCA_000832635,8,['14', '10', '6', '2', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000832665,8,['14', '10', '7', '3', '3', '1', '2', '0'],,,,,,,,,,,,,
GCA_000832725,11,['15', '12', '7', '3', '1', '1', '2', '2', '1', '1', '0'],,,,,,,,,,
GCA_000832765,8,['16', '11', '6', '4', '3', '2', '2', '0'],,,,,,,,,,,,,
GCA_000832785,8,['14', '10', '7', '3', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000832805,10,['12', '8', '5', '10', '6', '2', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000832845,5,['12', '10', '9', '2', '0'],,,,,,,,,,,,,,,,
GCA_000832865,9,['10', '10', '9', '6', '3', '2', '3', '1', '0'],,,,,,,,,,,,
GCA_000832885,6,['15', '7', '4', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000832905,4,['8', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000833025,7,['9', '4', '7', '6', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000833085,10,['13', '13', '7', '4', '3', '1', '2', '1', '2', '0'],,,,,,,,,,,
GCA_000833105,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000833145,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000833165,7,['5', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000833215,6,['6', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000833255,4,['13', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000833275,7,['13', '10', '8', '2', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000833295,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000833315,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000833335,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000833375,6,['8', '2', '3', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000833455,6,['10', '2', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000833475,5,['6', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000833495,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000833515,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000833555,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000833575,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000834195,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000834215,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834255,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000834275,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834295,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834335,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834355,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834375,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834395,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834435,4,['6', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834455,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000834475,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000834495,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834515,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000834735,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000834755,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000834795,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000834825,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834845,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000834865,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834885,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000834905,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834925,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000834945,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000834985,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000835005,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000835025,8,['14', '8', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000835085,7,['5', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000835125,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000835145,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000835165,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000835185,8,['16', '11', '6', '4', '3', '2', '2', '0'],,,,,,,,,,,,,
GCA_000835225,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000835235,6,['14', '14', '8', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000835265,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000835305,10,['9', '3', '3', '3', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000835365,6,['7', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000836495,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000836515,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000836535,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000836555,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000836575,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000836595,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000836675,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000875675,3,['6', '5', '0'],,,,,,,,,,,,,,,,,,
GCA_000875695,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000875715,8,['13', '10', '7', '3', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000875755,5,['10', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000876525,7,['6', '4', '9', '13', '5', '1', '0'],,,,,,,,,,,,,,
GCA_000876545,8,['10', '3', '4', '9', '8', '7', '2', '0'],,,,,,,,,,,,,
GCA_000877815,7,['5', '2', '1', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000931425,21,['4', '3', '2', '2', '1', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
GCA_000931465,21,['14', '8', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000931625,8,['7', '4', '1', '2', '4', '5', '2', '0'],,,,,,,,,,,,,
GCA_000934185,7,['11', '7', '4', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000934205,9,['12', '7', '6', '3', '2', '2', '3', '2', '0'],,,,,,,,,,,,
GCA_000934225,6,['6', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000934245,5,['9', '7', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000934265,5,['9', '7', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000934305,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000934325,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000934525,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000934545,7,['12', '3', '3', '1', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000934565,5,['12', '8', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000934585,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000934605,5,['4', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000934625,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000934925,5,['8', '6', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000935025,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000935165,7,['10', '3', '1', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000939415,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000940785,7,['12', '13', '6', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000940845,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000940895,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
